mobile_number,churn_probability,CHURN_FLAG,CHURN_FLAG_label,risk_tier
7000138471,0.7926,1,YES,Critical
7000440732,0.7925,1,YES,Critical
7002192368,0.7924,1,YES,Critical
7000757738,0.7924,1,YES,Critical
7000185155,0.7923,1,YES,Critical
7000331088,0.7923,1,YES,Critical
7000175268,0.7922,1,YES,Critical
7001210326,0.7922,1,YES,Critical
7000456360,0.7921,1,YES,Critical
7000272310,0.7921,1,YES,Critical
7000836493,0.7921,1,YES,Critical
7002043003,0.7921,1,YES,Critical
7002151291,0.792,1,YES,Critical
7000811733,0.792,1,YES,Critical
7000760416,0.7919,1,YES,Critical
7002078689,0.7919,1,YES,Critical
7000387320,0.7918,1,YES,Critical
7000121606,0.7918,1,YES,Critical
7000662258,0.7918,1,YES,Critical
7001633245,0.7918,1,YES,Critical
7001100721,0.7917,1,YES,Critical
7002350850,0.7917,1,YES,Critical
7001702254,0.7916,1,YES,Critical
7001875147,0.7915,1,YES,Critical
7000828717,0.7915,1,YES,Critical
7002402367,0.7915,1,YES,Critical
7000174964,0.7914,1,YES,Critical
7000792542,0.7913,1,YES,Critical
7002402427,0.7913,1,YES,Critical
7000835924,0.7911,1,YES,Critical
7000846281,0.7911,1,YES,Critical
7000964037,0.7911,1,YES,Critical
7001286321,0.791,1,YES,Critical
7001645195,0.791,1,YES,Critical
7001814173,0.7909,1,YES,Critical
7001285557,0.7909,1,YES,Critical
7002208635,0.7908,1,YES,Critical
7002409095,0.7907,1,YES,Critical
7000379580,0.7906,1,YES,Critical
7000643498,0.7905,1,YES,Critical
7000082306,0.7905,1,YES,Critical
7000763036,0.7905,1,YES,Critical
7001864136,0.7905,1,YES,Critical
7000335761,0.7903,1,YES,Critical
7000672988,0.7903,1,YES,Critical
7000037180,0.7903,1,YES,Critical
7001978111,0.7903,1,YES,Critical
7002131255,0.7903,1,YES,Critical
7002282546,0.7903,1,YES,Critical
7001978612,0.7902,1,YES,Critical
7000556278,0.7902,1,YES,Critical
7000280008,0.7902,1,YES,Critical
7002139974,0.7901,1,YES,Critical
7000661212,0.79,1,YES,Critical
7000238630,0.79,1,YES,Critical
7001185879,0.7899,1,YES,Critical
7000377485,0.7899,1,YES,Critical
7000743680,0.7898,1,YES,Critical
7002154095,0.7898,1,YES,Critical
7002352125,0.7897,1,YES,Critical
7000438994,0.7897,1,YES,Critical
7000477937,0.7897,1,YES,Critical
7002078736,0.7896,1,YES,Critical
7000834608,0.7895,1,YES,Critical
7000055167,0.7894,1,YES,Critical
7000311945,0.7893,1,YES,Critical
7002264993,0.7893,1,YES,Critical
7001064290,0.7892,1,YES,Critical
7000364025,0.7891,1,YES,Critical
7000007242,0.789,1,YES,Critical
7001621403,0.7889,1,YES,Critical
7000469647,0.7889,1,YES,Critical
7000857571,0.7888,1,YES,Critical
7000799248,0.7887,1,YES,Critical
7000514161,0.7887,1,YES,Critical
7000863059,0.7887,1,YES,Critical
7001139083,0.7887,1,YES,Critical
7000550200,0.7886,1,YES,Critical
7000808598,0.7886,1,YES,Critical
7000307895,0.7885,1,YES,Critical
7000715152,0.7885,1,YES,Critical
7001642174,0.7884,1,YES,Critical
7001753685,0.7884,1,YES,Critical
7001494273,0.7882,1,YES,Critical
7000027203,0.7882,1,YES,Critical
7001274786,0.7881,1,YES,Critical
7001997251,0.788,1,YES,Critical
7000625086,0.788,1,YES,Critical
7001601621,0.788,1,YES,Critical
7000368063,0.7879,1,YES,Critical
7000310602,0.7879,1,YES,Critical
7000857045,0.7879,1,YES,Critical
7000210330,0.7879,1,YES,Critical
7000489922,0.7878,1,YES,Critical
7000089146,0.7878,1,YES,Critical
7002388751,0.7877,1,YES,Critical
7000510638,0.7877,1,YES,Critical
7001061807,0.7877,1,YES,Critical
7000046308,0.7877,1,YES,Critical
7000083506,0.7876,1,YES,Critical
7002273178,0.7875,1,YES,Critical
7002046705,0.7874,1,YES,Critical
7001034083,0.7874,1,YES,Critical
7000660902,0.7873,1,YES,Critical
7000580932,0.7873,1,YES,Critical
7001317141,0.7872,1,YES,Critical
7000437419,0.7872,1,YES,Critical
7000620721,0.7872,1,YES,Critical
7001181988,0.7872,1,YES,Critical
7001640715,0.7871,1,YES,Critical
7002386375,0.7871,1,YES,Critical
7001794093,0.7871,1,YES,Critical
7000259236,0.787,1,YES,Critical
7000043286,0.787,1,YES,Critical
7000890662,0.7869,1,YES,Critical
7000383008,0.7868,1,YES,Critical
7000111724,0.7868,1,YES,Critical
7000265693,0.7868,1,YES,Critical
7000015502,0.7868,1,YES,Critical
7000101285,0.7868,1,YES,Critical
7000876028,0.7867,1,YES,Critical
7000173567,0.7866,1,YES,Critical
7000216918,0.7865,1,YES,Critical
7001869604,0.7865,1,YES,Critical
7000187219,0.7865,1,YES,Critical
7000577178,0.7864,1,YES,Critical
7000541198,0.7863,1,YES,Critical
7001460362,0.7863,1,YES,Critical
7000478098,0.7861,1,YES,Critical
7002072486,0.7861,1,YES,Critical
7000661532,0.7861,1,YES,Critical
7000022798,0.7861,1,YES,Critical
7000294846,0.7861,1,YES,Critical
7001143186,0.7861,1,YES,Critical
7001819844,0.786,1,YES,Critical
7001117267,0.786,1,YES,Critical
7002184187,0.786,1,YES,Critical
7000919776,0.7858,1,YES,Critical
7000173978,0.7858,1,YES,Critical
7002344445,0.7858,1,YES,Critical
7001459919,0.7856,1,YES,Critical
7000683641,0.7856,1,YES,Critical
7000505226,0.7856,1,YES,Critical
7000164798,0.7856,1,YES,Critical
7002198903,0.7855,1,YES,Critical
7000174259,0.7854,1,YES,Critical
7001516785,0.7854,1,YES,Critical
7000740524,0.7853,1,YES,Critical
7000749009,0.7852,1,YES,Critical
7000940465,0.7851,1,YES,Critical
7000832755,0.7851,1,YES,Critical
7001691983,0.785,1,YES,Critical
7000268257,0.785,1,YES,Critical
7002050910,0.785,1,YES,Critical
7001369951,0.7849,1,YES,Critical
7001888450,0.7848,1,YES,Critical
7001338100,0.7848,1,YES,Critical
7001518234,0.7848,1,YES,Critical
7001429271,0.7848,1,YES,Critical
7000746663,0.7848,1,YES,Critical
7001094599,0.7848,1,YES,Critical
7001951044,0.7846,1,YES,Critical
7000226614,0.7846,1,YES,Critical
7001683752,0.7845,1,YES,Critical
7001764593,0.7845,1,YES,Critical
7001862884,0.7845,1,YES,Critical
7000026737,0.7845,1,YES,Critical
7001048272,0.7845,1,YES,Critical
7000287611,0.7845,1,YES,Critical
7001850708,0.7844,1,YES,Critical
7000109558,0.7844,1,YES,Critical
7001501987,0.7844,1,YES,Critical
7001115305,0.7843,1,YES,Critical
7002110028,0.7842,1,YES,Critical
7002399323,0.7842,1,YES,Critical
7001890336,0.7841,1,YES,Critical
7001243653,0.7839,1,YES,Critical
7001414180,0.7839,1,YES,Critical
7001640849,0.7839,1,YES,Critical
7001394292,0.7839,1,YES,Critical
7000581439,0.7838,1,YES,Critical
7000180257,0.7837,1,YES,Critical
7000680293,0.7836,1,YES,Critical
7001831402,0.7834,1,YES,Critical
7000042188,0.7834,1,YES,Critical
7001232646,0.7834,1,YES,Critical
7002050021,0.7833,1,YES,Critical
7000790039,0.7833,1,YES,Critical
7001959171,0.7832,1,YES,Critical
7000460880,0.7831,1,YES,Critical
7000135429,0.7831,1,YES,Critical
7001362933,0.783,1,YES,Critical
7001506083,0.783,1,YES,Critical
7000501690,0.7828,1,YES,Critical
7000488622,0.7828,1,YES,Critical
7001992806,0.7828,1,YES,Critical
7000358418,0.7828,1,YES,Critical
7001659604,0.7827,1,YES,Critical
7002280964,0.7826,1,YES,Critical
7000661317,0.7826,1,YES,Critical
7000157777,0.7826,1,YES,Critical
7000945388,0.7826,1,YES,Critical
7001113977,0.7825,1,YES,Critical
7002397984,0.7825,1,YES,Critical
7000269419,0.7825,1,YES,Critical
7000857216,0.7825,1,YES,Critical
7001312014,0.7824,1,YES,Critical
7000013640,0.7824,1,YES,Critical
7001475739,0.7823,1,YES,Critical
7000508715,0.7823,1,YES,Critical
7001525898,0.7822,1,YES,Critical
7002179203,0.7822,1,YES,Critical
7002285764,0.7822,1,YES,Critical
7001544872,0.7821,1,YES,Critical
7000357460,0.782,1,YES,Critical
7002241013,0.782,1,YES,Critical
7000664822,0.782,1,YES,Critical
7002377753,0.782,1,YES,Critical
7002129400,0.782,1,YES,Critical
7000070116,0.782,1,YES,Critical
7001199826,0.7819,1,YES,Critical
7001581924,0.7819,1,YES,Critical
7001682998,0.7817,1,YES,Critical
7000827267,0.7817,1,YES,Critical
7002300635,0.7817,1,YES,Critical
7001587408,0.7815,1,YES,Critical
7000395678,0.7815,1,YES,Critical
7000680521,0.7814,1,YES,Critical
7002335823,0.7813,1,YES,Critical
7001459390,0.7813,1,YES,Critical
7002104532,0.7813,1,YES,Critical
7000636489,0.7811,1,YES,Critical
7001560797,0.781,1,YES,Critical
7001158413,0.781,1,YES,Critical
7000467232,0.7809,1,YES,Critical
7000336470,0.7809,1,YES,Critical
7000104069,0.7808,1,YES,Critical
7002233405,0.7808,1,YES,Critical
7001947755,0.7808,1,YES,Critical
7000520367,0.7807,1,YES,Critical
7002120520,0.7806,1,YES,Critical
7000565892,0.7806,1,YES,Critical
7001569575,0.7806,1,YES,Critical
7000149075,0.7806,1,YES,Critical
7001196440,0.7805,1,YES,Critical
7000521239,0.7804,1,YES,Critical
7002355348,0.7802,1,YES,Critical
7002152643,0.7802,1,YES,Critical
7001082262,0.7802,1,YES,Critical
7001411321,0.7802,1,YES,Critical
7001200605,0.7802,1,YES,Critical
7001104713,0.7801,1,YES,Critical
7000118513,0.7801,1,YES,Critical
7002369377,0.7801,1,YES,Critical
7000840328,0.7799,1,YES,Critical
7000518767,0.7798,1,YES,Critical
7001722778,0.7798,1,YES,Critical
7000999671,0.7798,1,YES,Critical
7001123143,0.7798,1,YES,Critical
7000382876,0.7797,1,YES,Critical
7000055888,0.7797,1,YES,Critical
7000349874,0.7796,1,YES,Critical
7001705408,0.7796,1,YES,Critical
7001801710,0.7796,1,YES,Critical
7001188988,0.7796,1,YES,Critical
7000996198,0.7796,1,YES,Critical
7002390276,0.7794,1,YES,Critical
7000250791,0.7794,1,YES,Critical
7002160162,0.7793,1,YES,Critical
7001933540,0.7793,1,YES,Critical
7000008039,0.7792,1,YES,Critical
7001877450,0.7791,1,YES,Critical
7001476126,0.7791,1,YES,Critical
7001909516,0.7791,1,YES,Critical
7001092683,0.7791,1,YES,Critical
7000431579,0.779,1,YES,Critical
7001164066,0.7789,1,YES,Critical
7000217313,0.7789,1,YES,Critical
7000275825,0.7789,1,YES,Critical
7001358473,0.7788,1,YES,Critical
7000389429,0.7787,1,YES,Critical
7000605499,0.7787,1,YES,Critical
7000432363,0.7785,1,YES,Critical
7001524652,0.7785,1,YES,Critical
7000764529,0.7785,1,YES,Critical
7001029694,0.7784,1,YES,Critical
7000041730,0.7784,1,YES,Critical
7002264362,0.7784,1,YES,Critical
7000406762,0.7783,1,YES,Critical
7000426068,0.7783,1,YES,Critical
7001402152,0.7783,1,YES,Critical
7000518163,0.7783,1,YES,Critical
7000390918,0.7782,1,YES,Critical
7001833605,0.7782,1,YES,Critical
7000650633,0.7782,1,YES,Critical
7000543191,0.7781,1,YES,Critical
7001674437,0.7781,1,YES,Critical
7000396631,0.7781,1,YES,Critical
7000605826,0.7779,1,YES,Critical
7001639711,0.7779,1,YES,Critical
7001203534,0.7779,1,YES,Critical
7000460397,0.7778,1,YES,Critical
7000564255,0.7778,1,YES,Critical
7001183624,0.7777,1,YES,Critical
7000771827,0.7776,1,YES,Critical
7000535786,0.7776,1,YES,Critical
7001935082,0.7776,1,YES,Critical
7001855944,0.7776,1,YES,Critical
7001141180,0.7775,1,YES,Critical
7002219044,0.7774,1,YES,Critical
7002311591,0.7774,1,YES,Critical
7000878174,0.7774,1,YES,Critical
7002305309,0.7773,1,YES,Critical
7001147967,0.7771,1,YES,Critical
7000077491,0.777,1,YES,Critical
7000062612,0.777,1,YES,Critical
7001952850,0.7768,1,YES,Critical
7002315332,0.7768,1,YES,Critical
7000738177,0.7767,1,YES,Critical
7001594058,0.7767,1,YES,Critical
7000774177,0.7766,1,YES,Critical
7000761991,0.7766,1,YES,Critical
7000483636,0.7765,1,YES,Critical
7000696319,0.7765,1,YES,Critical
7001262318,0.7764,1,YES,Critical
7000677119,0.7763,1,YES,Critical
7001589518,0.7763,1,YES,Critical
7000064677,0.7763,1,YES,Critical
7001067909,0.7762,1,YES,Critical
7000109268,0.7761,1,YES,Critical
7000073957,0.7761,1,YES,Critical
7000643599,0.7761,1,YES,Critical
7001784335,0.7761,1,YES,Critical
7002278423,0.776,1,YES,Critical
7002263459,0.776,1,YES,Critical
7002177211,0.776,1,YES,Critical
7000704141,0.7759,1,YES,Critical
7000127011,0.7759,1,YES,Critical
7002255198,0.7759,1,YES,Critical
7001446912,0.7757,1,YES,Critical
7000313123,0.7757,1,YES,Critical
7001007714,0.7757,1,YES,Critical
7001942902,0.7756,1,YES,Critical
7000045991,0.7756,1,YES,Critical
7002218436,0.7756,1,YES,Critical
7000972095,0.7756,1,YES,Critical
7000854470,0.7756,1,YES,Critical
7000397888,0.7755,1,YES,Critical
7000056431,0.7755,1,YES,Critical
7000102656,0.7755,1,YES,Critical
7002038767,0.7754,1,YES,Critical
7000227508,0.7754,1,YES,Critical
7000628582,0.7753,1,YES,Critical
7000105172,0.7753,1,YES,Critical
7000263843,0.7752,1,YES,Critical
7000809475,0.7752,1,YES,Critical
7002221339,0.7752,1,YES,Critical
7002065194,0.7752,1,YES,Critical
7000697727,0.7752,1,YES,Critical
7001225925,0.7751,1,YES,Critical
7000186262,0.7751,1,YES,Critical
7001670242,0.7751,1,YES,Critical
7000194719,0.775,1,YES,Critical
7001122184,0.7749,1,YES,Critical
7000445214,0.7749,1,YES,Critical
7000616482,0.7749,1,YES,Critical
7000340640,0.7749,1,YES,Critical
7001500449,0.7747,1,YES,Critical
7001506371,0.7747,1,YES,Critical
7001725238,0.7747,1,YES,Critical
7000345630,0.7747,1,YES,Critical
7000298122,0.7747,1,YES,Critical
7000969482,0.7746,1,YES,Critical
7000477603,0.7745,1,YES,Critical
7000851395,0.7744,1,YES,Critical
7001579012,0.7744,1,YES,Critical
7001970106,0.7743,1,YES,Critical
7000635707,0.7743,1,YES,Critical
7000176420,0.7743,1,YES,Critical
7001188037,0.7742,1,YES,Critical
7001910510,0.7742,1,YES,Critical
7000167381,0.7742,1,YES,Critical
7000022500,0.7741,1,YES,Critical
7001202445,0.774,1,YES,Critical
7000508580,0.774,1,YES,Critical
7000329241,0.774,1,YES,Critical
7001176766,0.774,1,YES,Critical
7002371352,0.774,1,YES,Critical
7000590929,0.7739,1,YES,Critical
7000396431,0.7738,1,YES,Critical
7002100891,0.7737,1,YES,Critical
7001859433,0.7737,1,YES,Critical
7000639579,0.7737,1,YES,Critical
7002027972,0.7737,1,YES,Critical
7000410486,0.7737,1,YES,Critical
7001225409,0.7737,1,YES,Critical
7000715564,0.7735,1,YES,Critical
7000926918,0.7735,1,YES,Critical
7000066675,0.7735,1,YES,Critical
7001178024,0.7734,1,YES,Critical
7000780786,0.7734,1,YES,Critical
7000108060,0.7734,1,YES,Critical
7000524066,0.7734,1,YES,Critical
7001395881,0.7733,1,YES,Critical
7000854733,0.7733,1,YES,Critical
7000802256,0.7733,1,YES,Critical
7000801081,0.7733,1,YES,Critical
7000091954,0.7733,1,YES,Critical
7000032729,0.7732,1,YES,Critical
7001893120,0.7732,1,YES,Critical
7001037391,0.7732,1,YES,Critical
7000445824,0.7732,1,YES,Critical
7001041790,0.7731,1,YES,Critical
7000377362,0.7731,1,YES,Critical
7001784041,0.7731,1,YES,Critical
7000760818,0.773,1,YES,Critical
7000518088,0.773,1,YES,Critical
7000996909,0.773,1,YES,Critical
7002040895,0.7728,1,YES,Critical
7001757258,0.7728,1,YES,Critical
7001283325,0.7728,1,YES,Critical
7000064506,0.7728,1,YES,Critical
7002111908,0.7727,1,YES,Critical
7002387522,0.7725,1,YES,Critical
7001099954,0.7725,1,YES,Critical
7000632393,0.7725,1,YES,Critical
7001574962,0.7724,1,YES,Critical
7000790227,0.7724,1,YES,Critical
7000334904,0.7723,1,YES,Critical
7001238664,0.7722,1,YES,Critical
7000268802,0.7722,1,YES,Critical
7001722197,0.7721,1,YES,Critical
7001820555,0.772,1,YES,Critical
7000081465,0.7719,1,YES,Critical
7001623273,0.7719,1,YES,Critical
7000362672,0.7718,1,YES,Critical
7000553817,0.7718,1,YES,Critical
7001231885,0.7718,1,YES,Critical
7000170928,0.7718,1,YES,Critical
7002040177,0.7718,1,YES,Critical
7000596188,0.7718,1,YES,Critical
7000907693,0.7717,1,YES,Critical
7002026135,0.7717,1,YES,Critical
7001622559,0.7717,1,YES,Critical
7002149551,0.7716,1,YES,Critical
7000328151,0.7716,1,YES,Critical
7002056389,0.7716,1,YES,Critical
7000900608,0.7716,1,YES,Critical
7002050669,0.7715,1,YES,Critical
7002226047,0.7714,1,YES,Critical
7002003779,0.7714,1,YES,Critical
7002135044,0.7714,1,YES,Critical
7002263282,0.7713,1,YES,Critical
7002171265,0.7713,1,YES,Critical
7001380134,0.7713,1,YES,Critical
7002097842,0.7712,1,YES,Critical
7000257264,0.7711,1,YES,Critical
7001954346,0.7711,1,YES,Critical
7001970846,0.771,1,YES,Critical
7002044168,0.771,1,YES,Critical
7000166349,0.7709,1,YES,Critical
7002372241,0.7709,1,YES,Critical
7000381939,0.7708,1,YES,Critical
7000989356,0.7708,1,YES,Critical
7000363051,0.7708,1,YES,Critical
7001023785,0.7708,1,YES,Critical
7001662812,0.7708,1,YES,Critical
7000552138,0.7707,1,YES,Critical
7000063983,0.7706,1,YES,Critical
7001344743,0.7705,1,YES,Critical
7001462785,0.7705,1,YES,Critical
7000895494,0.7705,1,YES,Critical
7002154462,0.7704,1,YES,Critical
7002144401,0.7703,1,YES,Critical
7001377293,0.7703,1,YES,Critical
7000052554,0.7703,1,YES,Critical
7000928981,0.7703,1,YES,Critical
7000549228,0.7702,1,YES,Critical
7002043646,0.7702,1,YES,Critical
7000133503,0.7702,1,YES,Critical
7001789035,0.7701,1,YES,Critical
7000079296,0.77,1,YES,Critical
7000294529,0.77,1,YES,Critical
7002198595,0.77,1,YES,Critical
7002265494,0.7698,1,YES,Critical
7001061619,0.7698,1,YES,Critical
7001263934,0.7698,1,YES,Critical
7001958032,0.7697,1,YES,Critical
7000559168,0.7697,1,YES,Critical
7002117222,0.7695,1,YES,Critical
7000937370,0.7694,1,YES,Critical
7000271998,0.7694,1,YES,Critical
7000074636,0.7694,1,YES,Critical
7000187921,0.7693,1,YES,Critical
7001155009,0.7692,1,YES,Critical
7000775292,0.7692,1,YES,Critical
7000805723,0.7692,1,YES,Critical
7000616291,0.7692,1,YES,Critical
7000763453,0.7692,1,YES,Critical
7001692713,0.7691,1,YES,Critical
7001446677,0.7691,1,YES,Critical
7001845995,0.7691,1,YES,Critical
7001197837,0.769,1,YES,Critical
7001339288,0.769,1,YES,Critical
7002407495,0.7689,1,YES,Critical
7000088531,0.7688,1,YES,Critical
7000796694,0.7686,1,YES,Critical
7000074158,0.7685,1,YES,Critical
7001177098,0.7685,1,YES,Critical
7000337436,0.7685,1,YES,Critical
7000132240,0.7684,1,YES,Critical
7002323072,0.7684,1,YES,Critical
7000412001,0.7683,1,YES,Critical
7000629879,0.7682,1,YES,Critical
7000225657,0.7682,1,YES,Critical
7002384883,0.7682,1,YES,Critical
7002336210,0.7682,1,YES,Critical
7000541954,0.7681,1,YES,Critical
7000522218,0.7681,1,YES,Critical
7001126197,0.7681,1,YES,Critical
7000284053,0.7681,1,YES,Critical
7001037390,0.7681,1,YES,Critical
7000960436,0.768,1,YES,Critical
7002154705,0.768,1,YES,Critical
7000056688,0.768,1,YES,Critical
7001671188,0.7679,1,YES,Critical
7001597465,0.7679,1,YES,Critical
7001831027,0.7679,1,YES,Critical
7000741368,0.7678,1,YES,Critical
7000356640,0.7678,1,YES,Critical
7002052483,0.7677,1,YES,Critical
7000182921,0.7677,1,YES,Critical
7001883053,0.7677,1,YES,Critical
7000271443,0.7675,1,YES,Critical
7001544142,0.7675,1,YES,Critical
7000810254,0.7675,1,YES,Critical
7001405784,0.7673,1,YES,Critical
7000903352,0.7672,1,YES,Critical
7001312456,0.7672,1,YES,Critical
7001490745,0.7672,1,YES,Critical
7000173911,0.7671,1,YES,Critical
7001942111,0.7671,1,YES,Critical
7000002081,0.7671,1,YES,Critical
7000359225,0.7671,1,YES,Critical
7001999089,0.7671,1,YES,Critical
7000339329,0.767,1,YES,Critical
7000349695,0.7669,1,YES,Critical
7001387621,0.7669,1,YES,Critical
7001749567,0.7669,1,YES,Critical
7000218529,0.7669,1,YES,Critical
7000497185,0.7668,1,YES,Critical
7002313988,0.7666,1,YES,Critical
7001215977,0.7665,1,YES,Critical
7001329799,0.7664,1,YES,Critical
7000029768,0.7663,1,YES,Critical
7000799527,0.7662,1,YES,Critical
7000773540,0.7661,1,YES,Critical
7001911728,0.7661,1,YES,Critical
7000729541,0.7659,1,YES,Critical
7002295000,0.7659,1,YES,Critical
7002103055,0.7658,1,YES,Critical
7000429286,0.7657,1,YES,Critical
7002266431,0.7657,1,YES,Critical
7000255866,0.7657,1,YES,Critical
7000759205,0.7657,1,YES,Critical
7001010255,0.7656,1,YES,Critical
7001405227,0.7656,1,YES,Critical
7000810088,0.7654,1,YES,Critical
7001191868,0.7654,1,YES,Critical
7000781979,0.7654,1,YES,Critical
7001626391,0.7654,1,YES,Critical
7000595035,0.7653,1,YES,Critical
7000899482,0.7653,1,YES,Critical
7002014298,0.7653,1,YES,Critical
7001620429,0.7653,1,YES,Critical
7001812092,0.7653,1,YES,Critical
7000447971,0.7652,1,YES,Critical
7001572404,0.7652,1,YES,Critical
7001700555,0.7652,1,YES,Critical
7000309011,0.7651,1,YES,Critical
7000896976,0.7651,1,YES,Critical
7001197256,0.7651,1,YES,Critical
7001380318,0.765,1,YES,Critical
7000441100,0.7649,1,YES,Critical
7000302728,0.7649,1,YES,Critical
7000817577,0.7649,1,YES,Critical
7001786724,0.7649,1,YES,Critical
7002104389,0.7648,1,YES,Critical
7001066781,0.7648,1,YES,Critical
7001715425,0.7647,1,YES,Critical
7000663720,0.7647,1,YES,Critical
7000083902,0.7647,1,YES,Critical
7000195433,0.7647,1,YES,Critical
7001097320,0.7646,1,YES,Critical
7000355785,0.7645,1,YES,Critical
7000639021,0.7645,1,YES,Critical
7000195261,0.7645,1,YES,Critical
7001292669,0.7644,1,YES,Critical
7001316583,0.7644,1,YES,Critical
7000995057,0.7644,1,YES,Critical
7000553393,0.7643,1,YES,Critical
7000817403,0.7643,1,YES,Critical
7001637032,0.7642,1,YES,Critical
7000887350,0.7642,1,YES,Critical
7000509624,0.7641,1,YES,Critical
7000801479,0.764,1,YES,Critical
7000860887,0.764,1,YES,Critical
7000977670,0.764,1,YES,Critical
7001852139,0.7639,1,YES,Critical
7001788022,0.7639,1,YES,Critical
7000895714,0.7639,1,YES,Critical
7001810400,0.7638,1,YES,Critical
7000380712,0.7637,1,YES,Critical
7000559292,0.7636,1,YES,Critical
7000237063,0.7634,1,YES,Critical
7001107057,0.7633,1,YES,Critical
7000273287,0.7633,1,YES,Critical
7001470193,0.7632,1,YES,Critical
7001568709,0.7632,1,YES,Critical
7002257915,0.7631,1,YES,Critical
7001352618,0.7631,1,YES,Critical
7001140785,0.7631,1,YES,Critical
7002302274,0.7631,1,YES,Critical
7002272951,0.763,1,YES,Critical
7000859375,0.763,1,YES,Critical
7001548369,0.763,1,YES,Critical
7001100153,0.7629,1,YES,Critical
7001306558,0.7627,1,YES,Critical
7001896287,0.7627,1,YES,Critical
7001700079,0.7627,1,YES,Critical
7000364248,0.7626,1,YES,Critical
7000359564,0.7626,1,YES,Critical
7000316469,0.7625,1,YES,Critical
7000629275,0.7625,1,YES,Critical
7000525860,0.7625,1,YES,Critical
7000211640,0.7625,1,YES,Critical
7002279086,0.7624,1,YES,Critical
7001585872,0.7623,1,YES,Critical
7001453585,0.7623,1,YES,Critical
7002406413,0.7623,1,YES,Critical
7001228569,0.7622,1,YES,Critical
7001895674,0.7621,1,YES,Critical
7000468913,0.7621,1,YES,Critical
7000459250,0.7621,1,YES,Critical
7001169678,0.7621,1,YES,Critical
7000683843,0.762,1,YES,Critical
7000909455,0.762,1,YES,Critical
7002145018,0.7618,1,YES,Critical
7000168471,0.7618,1,YES,Critical
7002192915,0.7618,1,YES,Critical
7001324012,0.7617,1,YES,Critical
7000375727,0.7617,1,YES,Critical
7001793066,0.7617,1,YES,Critical
7000720574,0.7616,1,YES,Critical
7000597913,0.7616,1,YES,Critical
7002045163,0.7615,1,YES,Critical
7001685499,0.7615,1,YES,Critical
7001876298,0.7614,1,YES,Critical
7002026178,0.7614,1,YES,Critical
7002208364,0.7614,1,YES,Critical
7000835020,0.7614,1,YES,Critical
7000307746,0.7613,1,YES,Critical
7002394637,0.7613,1,YES,Critical
7001615420,0.7613,1,YES,Critical
7000552090,0.7612,1,YES,Critical
7001985607,0.7611,1,YES,Critical
7000030102,0.7611,1,YES,Critical
7000499631,0.7611,1,YES,Critical
7001254691,0.7609,1,YES,Critical
7001712808,0.7609,1,YES,Critical
7002105960,0.7609,1,YES,Critical
7000321870,0.7608,1,YES,Critical
7000096603,0.7608,1,YES,Critical
7001559794,0.7608,1,YES,Critical
7000483527,0.7608,1,YES,Critical
7000230016,0.7607,1,YES,Critical
7000458627,0.7607,1,YES,Critical
7000788630,0.7606,1,YES,Critical
7000421996,0.7606,1,YES,Critical
7001853626,0.7606,1,YES,Critical
7001409038,0.7603,1,YES,Critical
7001462118,0.7603,1,YES,Critical
7000760329,0.76,1,YES,Critical
7000810948,0.76,1,YES,Critical
7000803957,0.7599,1,YES,Critical
7001172319,0.7599,1,YES,Critical
7001125494,0.7599,1,YES,Critical
7001011803,0.7598,1,YES,Critical
7000063373,0.7598,1,YES,Critical
7000036040,0.7597,1,YES,Critical
7000010732,0.7597,1,YES,Critical
7001692374,0.7596,1,YES,Critical
7002300386,0.7596,1,YES,Critical
7001103509,0.7595,1,YES,Critical
7000491915,0.7595,1,YES,Critical
7001524251,0.7595,1,YES,Critical
7002203315,0.7595,1,YES,Critical
7001196342,0.7594,1,YES,Critical
7001730488,0.7593,1,YES,Critical
7000126261,0.7591,1,YES,Critical
7000028956,0.7591,1,YES,Critical
7000054219,0.7589,1,YES,Critical
7001777747,0.7589,1,YES,Critical
7002113972,0.7589,1,YES,Critical
7002250755,0.7588,1,YES,Critical
7000650552,0.7588,1,YES,Critical
7002177333,0.7588,1,YES,Critical
7000867988,0.7587,1,YES,Critical
7000441131,0.7587,1,YES,Critical
7000244713,0.7586,1,YES,Critical
7001028828,0.7585,1,YES,Critical
7002180854,0.7585,1,YES,Critical
7000077145,0.7585,1,YES,Critical
7000094386,0.7584,1,YES,Critical
7002273516,0.7583,1,YES,Critical
7001144193,0.7583,1,YES,Critical
7000018005,0.7582,1,YES,Critical
7000418832,0.7582,1,YES,Critical
7001222327,0.7582,1,YES,Critical
7002122840,0.7581,1,YES,Critical
7001935763,0.7581,1,YES,Critical
7002029042,0.7581,1,YES,Critical
7001680471,0.758,1,YES,Critical
7001840253,0.7579,1,YES,Critical
7001328748,0.7579,1,YES,Critical
7000733368,0.7578,1,YES,Critical
7002290012,0.7578,1,YES,Critical
7000450826,0.7578,1,YES,Critical
7001653040,0.7578,1,YES,Critical
7000406148,0.7578,1,YES,Critical
7000980819,0.7578,1,YES,Critical
7001271496,0.7577,1,YES,Critical
7002074461,0.7577,1,YES,Critical
7001634951,0.7576,1,YES,Critical
7002303426,0.7576,1,YES,Critical
7001411067,0.7575,1,YES,Critical
7002297517,0.7575,1,YES,Critical
7001791699,0.7574,1,YES,Critical
